drug:tissue_type	spearman corr val	spearman p-val	adjusted spearman p-val	pearson corr val	pearson p-val	adjusted pearson p-val	
Olaparib_THYROID	0.201261842	0.471973197	0.866100867	0.362547348	0.184161236	0.600588789	
Olaparib_UPPER_AERODIGESTIVE_TRACT	-0.20842851	0.438545495	0.866100867	0.065010331	0.810950919	0.909149337	
Olaparib_URINARY_TRACT	-0.119155897	0.616822789	0.89615753	-0.123230965	0.604737158	0.909149337	
Omipalisib_BILIARY	0.121428571	0.666401114	0.861636276	0.16466145	0.557585479	0.743850514	
Omipalisib_BONE_AND_SOFT_TISSUE	0.148051948	0.521873723	0.861636276	0.118551551	0.608779561	0.743850514	
Omipalisib_BREAST	0.315534387	0.073658905	0.49320904	0.152272644	0.397574787	0.743850514	
Omipalisib_CENTRAL_NERVOUS_SYSTEM	0.331574208	0.048209191	0.49320904	0.101381035	0.556305512	0.743850514	
Omipalisib_DLBC	0.04728739	0.797179645	0.919822668	-0.078558331	0.669106936	0.743850514	
Omipalisib_KIDNEY	0.018181818	0.957685241	0.957685241	0.184332203	0.58742039	0.743850514	
Omipalisib_LARGE_INTESTINE	-0.037662338	0.871243542	0.933475224	0.091181323	0.694260479	0.743850514	
Omipalisib_LCLL	0.067408907	0.683467199	0.861636276	0.142476016	0.386907179	0.743850514	
Omipalisib_LUNG	-0.101809955	0.306161333	0.745815069	-0.083064558	0.404186467	0.743850514	
Omipalisib_MM	0.136363636	0.689309021	0.861636276	0.089638819	0.793246697	0.793246697	
Omipalisib_OESOPHAGUS	0.242647059	0.348047032	0.745815069	0.361934969	0.153416155	0.743850514	
Omipalisib_OVARY	0.361764706	0.168558823	0.632095584	0.307729844	0.246260428	0.743850514	
Omipalisib_PANCREAS	-0.202797203	0.527302354	0.861636276	-0.482027428	0.112527566	0.743850514	
Omipalisib_SKIN	-0.352853977	0.098641808	0.49320904	-0.264522578	0.222566355	0.743850514	
Omipalisib_URINARY_TRACT	-0.300699301	0.342259529	0.745815069	-0.209801765	0.512817192	0.743850514	
OSI-027_BILIARY	-0.117857143	0.675711529	1	-0.134088062	0.633768822	0.927803362	
OSI-027_BONE_AND_SOFT_TISSUE	0.02406015	0.919799745	1	0.098211369	0.680389132	0.927803362	
OSI-027_BREAST	0.152920532	0.395545943	0.744804305	0.187851172	0.295159772	0.836728768	
OSI-027_CENTRAL_NERVOUS_SYSTEM	0.226927534	0.183204222	0.687015832	0.094391076	0.583977451	0.927803362	
OSI-027_DLBC	0.047653959	0.795640353	1	-0.018848166	0.918448539	0.942029262	
OSI-027_KIDNEY	0.027272727	0.936558448	1	0.326360077	0.327325915	0.836728768	
OSI-027_LARGE_INTESTINE	-0.219480519	0.339110592	0.744804305	-0.162480726	0.481628933	0.927803362	
OSI-027_LCLL	0.06417004	0.69793916	1	0.01203563	0.942029262	0.942029262	
OSI-027_LUNG	-0.20900145	0.034115459	0.255865946	-0.116685387	0.240479414	0.836728768	
OSI-027_MM	0.518181818	0.10249154	0.512457699	0.338130578	0.309128341	0.836728768	
OSI-027_OESOPHAGUS	0.232843137	0.368459655	0.744804305	0.249239504	0.334691507	0.836728768	
OSI-027_OVARY	0.620588235	0.010313516	0.154702733	0.360638751	0.169986053	0.836728768	
OSI-027_PANCREAS	0	1	1	-0.216127679	0.499887475	0.927803362	
OSI-027_SKIN	-0.185322467	0.397228962	0.744804305	-0.049941816	0.82097078	0.942029262	
OSI-027_URINARY_TRACT	0.076923077	0.812182698	1	0.048967103	0.879879449	0.942029262	
OSI-930_BILIARY	-0.014285714	0.959699765	0.971718493	-0.079480246	0.77827667	0.89810972	
OSI-930_BONE_AND_SOFT_TISSUE	0.111688312	0.629811216	0.850746885	0.099032547	0.669315498	0.89810972	
OSI-930_BREAST	-0.026907329	0.88183965	0.971718493	-0.023181452	0.89810972	0.89810972	
OSI-930_CENTRAL_NERVOUS_SYSTEM	0.08804222	0.609628555	0.850746885	0.031822308	0.853823654	0.89810972	
OSI-930_DLBC	-0.122800587	0.503132969	0.850746885	-0.131840355	0.471969481	0.707954221	
OSI-930_KIDNEY	-0.3	0.370083122	0.793035262	-0.269377188	0.423112976	0.707954221	
OSI-930_LARGE_INTESTINE	0.258441558	0.257988587	0.793035262	0.259134982	0.256668172	0.707954221	
OSI-930_LCLL	0.083198381	0.61458211	0.850746885	-0.119663648	0.468084636	0.707954221	
OSI-930_LUNG	0.003536441	0.971718493	0.971718493	0.021387353	0.83020908	0.89810972	
OSI-930_MM	-0.572727273	0.065543053	0.793035262	-0.530292459	0.093334336	0.609565813	
OSI-930_OESOPHAGUS	-0.245098039	0.343046653	0.793035262	-0.354594535	0.162550884	0.609565813	
OSI-930_OVARY	0.294117647	0.268846555	0.793035262	0.443864038	0.085021948	0.609565813	
OSI-930_PANCREAS	-0.132867133	0.680597508	0.850746885	-0.289626195	0.361183596	0.707954221	
OSI-930_SKIN	-0.251050168	0.24789611	0.793035262	-0.3282663	0.126201363	0.609565813	
OSI-930_URINARY_TRACT	-0.286713287	0.366251461	0.793035262	-0.295677153	0.350775254	0.707954221	
OSU-03012_BILIARY	0.117857143	0.675711529	0.864817611	0.022840041	0.935605362	0.935605362	
OSU-03012_BONE_AND_SOFT_TISSUE	0.269172932	0.251131454	0.627828634	0.296563879	0.204201123	0.510502808	
OSU-03012_BREAST	0.109710444	0.536801339	0.864817611	0.245921297	0.160928149	0.482784448	
OSU-03012_CENTRAL_NERVOUS_SYSTEM	0.093430453	0.593453616	0.864817611	0.502331162	0.002104924	0.031573858	
OSU-03012_DLBC	0.011730205	0.949194698	0.949194698	-0.048944744	0.790226146	0.846670871	
OSU-03012_KIDNEY	0.109090909	0.749508596	0.864817611	-0.167364067	0.622810281	0.72105221	
OSU-03012_LARGE_INTESTINE	0.152941176	0.571744619	0.864817611	-0.132426693	0.624911915	0.72105221	
OSU-03012_LCLL	0.056570741	0.735855649	0.864817611	0.150886708	0.365863203	0.609772004	
OSU-03012_LUNG	0.160823642	0.102911843	0.627828634	0.248694035	0.010906913	0.069002076	
OSU-03012_MM	-0.4	0.22286835	0.627828634	-0.33528163	0.313481483	0.587777781	
OSU-03012_OESOPHAGUS	0.041176471	0.879653615	0.942486016	0.182521061	0.498672447	0.72105221	
OSU-03012_OVARY	0.344117647	0.191855631	0.627828634	0.569938295	0.021170658	0.079389966	
OSU-03012_PANCREAS	-0.409090909	0.21154501	0.627828634	-0.188596887	0.578648031	0.72105221	
OSU-03012_SKIN	0.22386954	0.304479189	0.652455405	0.241038901	0.267882161	0.574033203	
OSU-03012_URINARY_TRACT	0.538461538	0.070894318	0.627828634	0.685858391	0.013800415	0.069002076	
PAC-1_BILIARY	0.025	0.929528971	0.929528971	-0.247796556	0.373220623	0.914328005	
PAC-1_BONE_AND_SOFT_TISSUE	-0.216541353	0.359145783	0.538718674	-0.069764711	0.770084788	0.914328005	
PAC-1_BREAST	0.086484835	0.626726621	0.798994931	0.221399132	0.208259419	0.688804516	
PAC-1_CENTRAL_NERVOUS_SYSTEM	-0.326516322	0.055571298	0.317431628	0.023477376	0.893506919	0.914328005	
PAC-1_DLBC	0.068914956	0.707825771	0.798994931	0.113441128	0.53645059	0.914328005	
PAC-1_KIDNEY	0.463636364	0.150901499	0.377253748	0.394722639	0.229601505	0.688804516	
PAC-1_LARGE_INTESTINE	0.270588235	0.310760627	0.517934379	0.031196425	0.908690643	0.914328005	
PAC-1_LCLL	0.054382318	0.745728603	0.798994931	0.018053638	0.914328005	0.914328005	
PAC-1_LUNG	0.117219674	0.2359964	0.505706572	0.054918535	0.579777003	0.914328005	
PAC-1_MM	-0.154545455	0.650033965	0.798994931	-0.166957161	0.623668183	0.914328005	
PAC-1_OESOPHAGUS	0.379411765	0.147227134	0.377253748	0.399721445	0.125037626	0.688804516	
PAC-1_OVARY	0.476923077	0.084648434	0.317431628	0.120129812	0.682492361	0.914328005	
PAC-1_PANCREAS	-0.342657343	0.275567451	0.516688971	-0.219717349	0.49261585	0.914328005	
PAC-1_SKIN	0.381517185	0.072446083	0.317431628	0.271328355	0.210448372	0.688804516	
PAC-1_URINARY_TRACT	0.594405594	0.041521494	0.317431628	0.454330004	0.137868103	0.688804516	
Paclitaxel_CENTRAL_NERVOUS_SYSTEM	0.445454545	0.042999929	0.107499822	0.155272968	0.501536524	0.501536524	
Paclitaxel_DLBC	0.369501466	0.037401177	0.107499822	0.315378095	0.078704616	0.393523082	
Paclitaxel_LCLL	-0.160931174	0.327720831	0.546201385	-0.188695214	0.249965791	0.427932196	
Paclitaxel_LUNG	0.083753501	0.632408673	0.632408673	0.196963193	0.256759318	0.427932196	
Paclitaxel_MM	-0.236363636	0.484091162	0.605113953	-0.246539831	0.464891502	0.501536524	
Palbociclib_BILIARY	-0.132867133	0.680597508	0.80434251	-0.271396114	0.393505241	0.606744411	
Palbociclib_BONE_AND_SOFT_TISSUE	0.081318681	0.782274751	0.831716405	0.176294835	0.546583315	0.606744411	
Palbociclib_BREAST	-0.137362637	0.494459682	0.642797587	-0.091207307	0.650947321	0.650947321	
Palbociclib_CENTRAL_NERVOUS_SYSTEM	-0.379468384	0.032190173	0.339614121	-0.366061152	0.039350473	0.284628268	
Palbociclib_DLBC	0.189766407	0.315189483	0.642797587	0.110770902	0.560071764	0.606744411	
Palbociclib_LARGE_INTESTINE	-0.442105263	0.058056754	0.339614121	-0.467054167	0.043788964	0.284628268	
Palbociclib_LCLL	-0.117448405	0.470443119	0.642797587	-0.155986271	0.336471148	0.606744411	
Palbociclib_LUNG	0.200040466	0.079091578	0.339614121	0.177154787	0.120751077	0.392441002	
Palbociclib_MM	-0.072727273	0.831716405	0.831716405	-0.2599854	0.440070456	0.606744411	
Palbociclib_OESOPHAGUS	-0.217857143	0.435392674	0.642797587	-0.293186038	0.288905178	0.606744411	
Palbociclib_OVARY	0.323076923	0.25987362	0.642797587	0.445202784	0.110658011	0.392441002	
Palbociclib_PANCREAS	-0.321212121	0.36546831	0.642797587	-0.216408545	0.548160563	0.606744411	
Palbociclib_SKIN	0.395252838	0.104496653	0.339614121	0.351168258	0.153031598	0.397882156	
Parthenolide_CENTRAL_NERVOUS_SYSTEM	0.115789474	0.626878994	0.878124632	0.108349104	0.649328981	0.741708069	
Parthenolide_DLBC	0.028225806	0.878124632	0.878124632	0.108083267	0.555985429	0.741708069	
Parthenolide_LCLL	0.130156472	0.442598755	0.878124632	0.056066326	0.741708069	0.741708069	
Parthenolide_LUNG	-0.03793267	0.823616382	0.878124632	0.160201015	0.343559692	0.741708069	
Parthenolide_MM	0.212121212	0.556305775	0.878124632	0.189900609	0.59925159	0.741708069	
Pazopanib_BILIARY	0.321428571	0.242719047	0.66796821	0.352276064	0.197830487	0.741864326	
Pazopanib_BONE_AND_SOFT_TISSUE	-0.061403509	0.802806832	0.860150178	0.057028571	0.816620429	0.949094321	
Pazopanib_BREAST	0.178776072	0.311718498	0.66796821	0.176812773	0.317149219	0.949094321	
Pazopanib_CENTRAL_NERVOUS_SYSTEM	0.509034884	0.001791247	0.026868703	0.303001024	0.076837951	0.576284634	
Pazopanib_DLBC	-0.200513196	0.271171854	0.66796821	-0.09069764	0.62153912	0.949094321	
Pazopanib_KIDNEY	0.090909091	0.790372738	0.860150178	-0.046373588	0.89230302	0.95603895	
Pazopanib_LARGE_INTESTINE	-0.011764706	0.96550817	0.96550817	-0.009126619	0.973239578	0.973239578	
Pazopanib_LCLL	0.121129226	0.468807075	0.782838018	0.054795035	0.743863535	0.949094321	
Pazopanib_LUNG	0.176909898	0.073831548	0.369157742	0.155756764	0.116166101	0.580830506	
Pazopanib_MM	-0.145454545	0.669578646	0.836973307	-0.161831289	0.634510997	0.949094321	
Pazopanib_OESOPHAGUS	0.276470588	0.299942128	0.66796821	0.128653117	0.634893952	0.949094321	
Pazopanib_OVARY	0.167647059	0.534856825	0.802285237	0.06096019	0.822548412	0.949094321	
Pazopanib_PANCREAS	-0.146853147	0.64879571	0.836973307	-0.152851982	0.635315132	0.949094321	
Pazopanib_SKIN	0.158636032	0.469702811	0.782838018	0.183108151	0.402992372	0.949094321	
Pazopanib_URINARY_TRACT	0.601398601	0.038588453	0.289413397	0.544966714	0.066904676	0.576284634	
PD0325901_BILIARY	0.328671329	0.296904116	0.801539588	0.182588422	0.570045175	0.973690542	
PD0325901_BONE_AND_SOFT_TISSUE	0.408823529	0.115887838	0.696797339	0.089716692	0.741080042	0.973690542	
PD0325901_BREAST	-0.006295333	0.974636935	0.974636935	-0.024368366	0.902040288	0.973690542	
PD0325901_CENTRAL_NERVOUS_SYSTEM	-0.010815766	0.95315077	0.974636935	-0.008739265	0.962138105	0.973690542	
PD0325901_DLBC	-0.113681869	0.549741361	0.91490307	-0.182445644	0.334561841	0.973690542	
PD0325901_LARGE_INTESTINE	-0.031578947	0.897883203	0.974636935	-0.06082127	0.804642082	0.973690542	
PD0325901_LCLL	0.070168856	0.667017172	0.963469248	0.005385332	0.973690542	0.973690542	
PD0325901_LUNG	0.159712019	0.149230487	0.696797339	0.161348846	0.145052396	0.942840577	
PD0325901_MM	-0.109090909	0.749508596	0.974361175	-0.178266381	0.599983744	0.973690542	
PD0325901_OESOPHAGUS	-0.282142857	0.308284457	0.801539588	-0.141114757	0.615918305	0.973690542	
PD0325901_OVARY	-0.169230769	0.563017274	0.91490307	-0.048241211	0.869914642	0.973690542	
PD0325901_PANCREAS	-0.248484848	0.488776305	0.91490307	0.08937113	0.806054677	0.973690542	
PD0325901_SKIN	0.335087719	0.160799386	0.696797339	0.463304145	0.045741374	0.594637857	
PD173074_BILIARY	-0.125874126	0.696683109	0.823352766	0.086627347	0.788934224	0.90282931	
PD173074_BONE_AND_SOFT_TISSUE	-0.553921569	0.021049825	0.265174821	-0.527523054	0.029538711	0.384003246	
PD173074_BREAST	-0.388942114	0.040796126	0.265174821	-0.210150681	0.283110937	0.764306469	
PD173074_CENTRAL_NERVOUS_SYSTEM	0.242687618	0.173569181	0.438889845	0.14786032	0.411549637	0.764306469	
PD173074_DLBC	0.26407119	0.158512102	0.438889845	0.175539355	0.35348695	0.764306469	
PD173074_LARGE_INTESTINE	-0.312280702	0.193042468	0.438889845	-0.064955623	0.791632092	0.90282931	
PD173074_LCLL	0.144652908	0.373169761	0.541068415	-0.015112599	0.926257255	0.926257255	
PD173074_LUNG	-0.021325721	0.848242132	0.852007704	0.058461936	0.599593263	0.866079157	
PD173074_MM	-0.372727273	0.258925874	0.480862337	-0.328297005	0.324292929	0.764306469	
PD173074_OESOPHAGUS	-0.054945055	0.852007704	0.852007704	-0.061944824	0.833380901	0.90282931	
PD173074_OVARY	0.362637363	0.202564544	0.438889845	0.502989389	0.066753728	0.433899235	
PD173074_PANCREAS	-0.309090909	0.38484123	0.541068415	-0.443791434	0.198870346	0.764306469	
PD173074_SKIN	0.192481203	0.416206473	0.541068415	0.146914937	0.5365181	0.866079157	
Pelitinib_BILIARY	0.217857143	0.435392674	0.803044925	0.103160583	0.71447255	0.824391404	
Pelitinib_BONE_AND_SOFT_TISSUE	0.112987013	0.625809635	0.803044925	0.170837634	0.459052536	0.781385773	
Pelitinib_BREAST	0.095596223	0.596667804	0.803044925	0.154245364	0.391415836	0.781385773	
Pelitinib_CENTRAL_NERVOUS_SYSTEM	0.060110697	0.727651783	0.803044925	-0.079432744	0.64515351	0.806441888	
Pelitinib_DLBC	-0.078079179	0.671012163	0.803044925	-0.090081443	0.623919911	0.806441888	
Pelitinib_KIDNEY	0.563636364	0.070951734	0.532138009	0.518248107	0.102439884	0.532889834	
Pelitinib_LARGE_INTESTINE	0.005194805	0.982170418	0.982170418	0.167192814	0.468831464	0.781385773	
Pelitinib_LCLL	0.168421053	0.305404134	0.803044925	0.092505919	0.575406562	0.806441888	
Pelitinib_LUNG	0.202631463	0.040098438	0.532138009	0.159935722	0.106577967	0.532889834	
Pelitinib_MM	0.109090909	0.749508596	0.803044925	0.022279441	0.948158823	0.948158823	
Pelitinib_OESOPHAGUS	0.142156863	0.586262863	0.803044925	0.233775487	0.366490269	0.781385773	
Pelitinib_OVARY	0.329411765	0.212801426	0.798005348	0.334056744	0.206033728	0.772626479	
Pelitinib_PANCREAS	-0.300699301	0.342259529	0.803044925	-0.489423434	0.106324005	0.532889834	
Pelitinib_SKIN	-0.288114662	0.182475673	0.798005348	-0.176863419	0.41949381	0.781385773	
Pelitinib_URINARY_TRACT	-0.195804196	0.541935886	0.803044925	-0.041077252	0.899138532	0.948158823	
Pevonedistat_BILIARY	-0.081818182	0.810990394	0.902387444	-0.220611146	0.514489182	0.861591519	
Pevonedistat_BONE_AND_SOFT_TISSUE	0.167857143	0.549855554	0.756051387	0.052384839	0.852907209	0.861591519	
Pevonedistat_BREAST	-0.350769231	0.085584015	0.756051387	-0.317778659	0.121624995	0.668937475	
Pevonedistat_CENTRAL_NERVOUS_SYSTEM	0.237877805	0.263008359	0.756051387	0.079769733	0.710995236	0.861591519	
Pevonedistat_DLBC	-0.019487179	0.924722078	0.924722078	-0.114652225	0.577044827	0.861591519	
Pevonedistat_LARGE_INTESTINE	0.164705882	0.542148135	0.756051387	-0.047408624	0.861591519	0.861591519	
Pevonedistat_LCLL	-0.036585366	0.820352222	0.902387444	-0.065245538	0.685265992	0.861591519	
Pevonedistat_LUNG	0.085004517	0.450538902	0.756051387	-0.019900905	0.860025477	0.861591519	
Pevonedistat_OESOPHAGUS	-0.248351648	0.391919539	0.756051387	-0.362584593	0.202635137	0.742995502	
Pevonedistat_SKIN	0.219927753	0.380543264	0.756051387	0.392596741	0.10706011	0.668937475	
Pevonedistat_URINARY_TRACT	-0.209090909	0.537220935	0.756051387	-0.334187932	0.315161384	0.861591519	
PF-4708671_BILIARY	-0.258741259	0.416774769	0.648316307	-0.57433437	0.050813628	0.237130262	
PF-4708671_BONE_AND_SOFT_TISSUE	0.11754386	0.631764159	0.680361401	0.248069163	0.305825941	0.475729242	
PF-4708671_BREAST	-0.20788386	0.261778318	0.523556636	-0.362752229	0.044896506	0.237130262	
PF-4708671_CENTRAL_NERVOUS_SYSTEM	0.101741523	0.579524196	0.676111562	0.043078108	0.814907517	0.877592711	
PF-4708671_DLBC	-0.273399015	0.151274512	0.35297386	-0.220019828	0.251444938	0.475729242	
PF-4708671_LARGE_INTESTINE	0.147374365	0.512798661	0.676111562	0.116866721	0.604502015	0.758335602	
PF-4708671_LCLL	0.012550607	0.939553289	0.939553289	-0.074997262	0.650001944	0.758335602	
PF-4708671_LUNG	-0.057229437	0.573669604	0.676111562	-0.004792625	0.962448946	0.962448946	
PF-4708671_MM	-0.608391608	0.035805997	0.167094653	-0.422545238	0.171176457	0.399411734	
PF-4708671_OESOPHAGUS	-0.218137255	0.400295091	0.648316307	-0.20351468	0.433362888	0.606708044	
PF-4708671_OVARY	0.494505495	0.085823531	0.281687369	0.479457147	0.097339468	0.272550511	
PF-4708671_PANCREAS	-0.622377622	0.030675895	0.167094653	-0.65801483	0.020013977	0.237130262	
PF-4708671_SKIN	-0.469232453	0.02071191	0.167094653	-0.378183643	0.068429996	0.239504987	
PF-4708671_URINARY_TRACT	-0.496503497	0.100602632	0.281687369	-0.335899812	0.285763788	0.475729242	
PF-562271_BILIARY	-0.192307692	0.529067987	0.859553496	-0.157197905	0.608032835	0.810710446	
PF-562271_BONE_AND_SOFT_TISSUE	-0.485714286	0.029920783	0.23936626	-0.328977647	0.156692148	0.501414874	
PF-562271_BREAST	0.307490676	0.092427726	0.369710905	0.310813481	0.08878069	0.365847855	
PF-562271_CENTRAL_NERVOUS_SYSTEM	0.413503296	0.01354509	0.216721435	0.112958936	0.518229452	0.753788293	
PF-562271_CERVICAL	-0.018181818	0.960240418	0.960240418	0.085277694	0.814805744	0.840059152	
PF-562271_DLBC	-0.065851795	0.711368883	0.929516171	-0.041939427	0.813818233	0.840059152	
PF-562271_KIDNEY	0.145454545	0.669578646	0.929516171	0.379276669	0.249981907	0.53114759	
PF-562271_LARGE_INTESTINE	-0.041176471	0.879653615	0.938297189	-0.514719564	0.041339477	0.365847855	
PF-562271_LCLL	-0.039068826	0.813326649	0.929516171	-0.1411481	0.391393345	0.626229352	
PF-562271_LUNG	0.18670267	0.062893504	0.33543202	0.169680688	0.091461964	0.365847855	
PF-562271_MM	0.209090909	0.537220935	0.859553496	0.13016231	0.702869195	0.840059152	
PF-562271_OESOPHAGUS	0.275	0.321211173	0.642422347	0.314949782	0.252883666	0.53114759	
PF-562271_OVARY	0.360714286	0.186554374	0.426409998	0.517433435	0.048219151	0.365847855	
PF-562271_PANCREAS	-0.461538462	0.13094807	0.404626762	-0.291621472	0.357733681	0.626229352	
PF-562271_SKIN	0.057029927	0.80097559	0.929516171	-0.045671292	0.840059152	0.840059152	
PF-562271_URINARY_TRACT	0.440559441	0.151735036	0.404626762	0.349421092	0.265573795	0.53114759	
PFI-1_BILIARY	-0.049450549	0.872544429	0.969428612	-0.04318137	0.888605965	0.95696027	
PFI-1_BONE_AND_SOFT_TISSUE	0.126315789	0.595653513	0.969428612	0.116657974	0.624278438	0.94204826	
PFI-1_BREAST	-0.102832005	0.575445219	0.969428612	-0.045658514	0.804028584	0.94204826	
PFI-1_CENTRAL_NERVOUS_SYSTEM	-0.009321516	0.958272672	0.969428612	-0.074517895	0.675332408	0.94204826	
PFI-1_DLBC	0.190656285	0.312883173	0.969428612	0.063489749	0.738901916	0.94204826	
PFI-1_LARGE_INTESTINE	0.080869565	0.70718075	0.969428612	0.223969254	0.29275972	0.833965899	
PFI-1_LCLL	0.086945953	0.584029823	0.969428612	-0.004301933	0.978429075	0.978429075	
PFI-1_LUNG	-0.006184292	0.951556704	0.969428612	-0.024803132	0.807469937	0.94204826	
PFI-1_MM	-0.354545455	0.284692741	0.969428612	-0.345618262	0.297844964	0.833965899	
PFI-1_OESOPHAGUS	-0.218137255	0.400295091	0.969428612	-0.152912377	0.557933322	0.94204826	
PFI-1_OVARY	0.037362637	0.899093097	0.969428612	0.159085322	0.586974146	0.94204826	
PFI-1_PANCREAS	0.318181818	0.340297614	0.969428612	0.404474599	0.217251379	0.833965899	
PFI-1_SKIN	-0.008078477	0.969428612	0.969428612	-0.22908542	0.270672449	0.833965899	
PFI-1_URINARY_TRACT	-0.531468531	0.075362335	0.969428612	-0.641017007	0.024689578	0.345654091	
PFI-3_BILIARY	0.587412587	0.044609296	0.62453015	0.570019022	0.052987266	0.375193007	
PFI-3_BONE_AND_SOFT_TISSUE	0.003007519	0.98995973	0.98995973	0.154380218	0.515777342	0.818776846	
PFI-3_BREAST	-0.120197044	0.534555562	0.98995973	0.091644334	0.63634992	0.818776846	
PFI-3_CENTRAL_NERVOUS_SYSTEM	0.308095576	0.09175546	0.642288218	0.212271605	0.251615674	0.721775461	
PFI-3_DLBC	-0.009359606	0.961567319	0.98995973	0.00954425	0.9608097	0.962160782	
PFI-3_LARGE_INTESTINE	0.127272727	0.582478861	0.98995973	0.215523929	0.348106072	0.812247501	
PFI-3_LCLL	-0.064419415	0.685251239	0.98995973	-0.073574396	0.643324664	0.818776846	
PFI-3_LUNG	-0.005725084	0.956088314	0.98995973	0.004932741	0.962160782	0.962160782	
PFI-3_MM	-0.018181818	0.960240418	0.98995973	-0.213246255	0.554163834	0.818776846	
PFI-3_OESOPHAGUS	-0.223529412	0.405298347	0.98995973	-0.081123928	0.76519521	0.892727745	
